original_id_2017;name;address;eindcijfer;conclusie;vers_van_het_mes;beroodeling;cijfer;rijping;schoonmaak;gewicht;prijs_per_stuck;prijs_per_100g;temperatuur;vet_percentage;micro
120;Het Neusje van de Zalm;Verkoopwagen parkeerplaats AH Tijnjeplein - Leeuwarden;3;Heeft hij een hekel aan haring of aan haringeters?. Wat doet deze verkoper zijn klanten aan? Laat hem voor straf eens zijn eigen haring opeten.;Nee;De tranige lucht bezorgt al kotsneigingen. De haring is verkleurd in veel nuances: bruin, cyclaam, zwart, donkerrood. Alleen goed voor de meeuwen.;3;Sterk;Zeer goed;80;2.25;2.81;16.5;12.5;Voldoende
121;Volendammer Visspecialist Steur;De Middend 232 a - Bovenkarspel;2.5;Stichting Wakker Dier zou er een punt van moeten maken dat de Clupea harengus ook na zijn dood niet mag worden mishandeld. Want daar is deze detaillist wel mee bezig.;Nee;Aan de haring hangt moeilijk te definiëren metalige lucht. Bruin en cyclaam verkleurd. Bitter en rans, mond vol klef visvlees. Redelijk walgelijk.;3.5;Gemiddeld;Matig;71;2.00;2.81;10.4;10.6;Goed
122;Jumbo;Hadewychplaats 32 - Spijkenisse;2.5;Mede door hun prijsstelling zijn de supermarkten de grootste haringverkopers van het land. Treurig dat zij met hun wanproducten ook een smaaknorm neerzetten.;Nee;Speciaal voor u vandaag in de aanbieding: gele haringpasta. Oftewel, rans, rans en nog eens rans. Vieze plakkers met de kleur van een lijk.;3;Sterk;Goed;65;2.69 (2);2.07;8.6;8.7;Voldoende
123;Vishandel Adrie;Verkoopwagen Vogelplein - Amersfoort;2;Cowboys zijn en blijven het. Het is dit soort verkooppunten dat (een deel van) de ambulante handel een slechte naam bezorgt. Op deze manier ga je niet met levensmiddelen om. Weg hier!;Ja;Haring ziet er onaantrekkelijk uit. Graten en vuiligheid. Sterk verkleurd. Rans en bitter. Komt het meest overeen met een warme hap braakvlees.;3.5;Gemiddeld;Matig;61;2.25;3.68;12.2;11.4;Waarschuwingsfase
124;Vis & Zoer;Geldersestraat 42 - Geldermalsen;2;Onmiddellijk verplicht op haringcursus. Les 1: koop een thermometer en ga gekoeld werken. Visdetaillist geeft zichzelf een brevet van onvermogen en is een gevaar voor de klanten.;Ja;Ingewanden en graten. Slijmdraden tussen de filets. Zure en weeïge lucht geeft al indicatie over de kwaliteit. Bruin verkleurd. Tegen bederf aan.;3;Sterk;Slecht;56;2.25;4.01;16.4;9.1;Goed
125;Coop Hof van Delft;Hof van Delftlaan 69-75 - Delft;2;Op het etiket: ‘Na openen de haring 10 tot 15 minuten laten staan om de smaak tot zijn recht te laten komen.’ Dan weet de leverancier dat de ergste stank is verdwenen.;Nee;Verpakking openen is het deksel van een rioolput lichten. Verzuurd en verzoet. Ruikt ook muf. Lijkkleur met gele componenten. Rans. Oneetbaar.;2;Sterk;Goed;45;2.99 (2 stuks);3.32;2.3;7.9;Zeer goed
126;Visgilde François de Bie;Roostenlaan 67 - Eindhoven;2;Detaillist wil de haring goed koud meegeven. Maar als een haring rans is geworden, helpt terugkoelen niet. Probeer vers van het mes te werken op een gekoelde snijplank.;Nee;Wat is dit vies! Het begint met een afwijkende geur (tenenkaas?) en eindigt even later met een bek vol levertraan. Ook nog eens erg bitter en muf.;2;Gemiddeld;Goed;64;2.75;4.29;3.6;7.8;Zeer goed
127;Vispaleis Koelewijn;Vlijtseweg 184 - Apeldoorn;1.5;Schitterende winkel als onderdeel van nieuwe Dekamarkt. Waarom dan dit? Uit nonchalance? Ernstige aanval van bedrijfsblindheid. Doet er ook niet toe, maar doe er iets aan!;Nee;Afgezien van wat huid keurig schoongemaakt. Te lang op te hoge temperatuur laten liggen, is vragen om problemen. Nu niet te eten. Rans.;2.5;Sterk;Goed;59;2.00;3.38;10.2;9.0;Zeer goed
128;Vishandel Timmerman;Verkoopwagen Petuniaplein - Zwolle;1.5;Eigenaar ziet testteam en komt praatje maken. Geeft ruiterlijk toe dat hij helemaal fout zit: ‘Ik was nog aan het opstarten en wat moet je anders?’ Probeer het eens met frisse haring.;Nee;Dit was ooit een goede haring. Wordt met de handen beetgepakt. Is een exemplaar van vorige dag. Grauw, bruin, cyclaam, klef, rans en olie. Bah!;2;Gemiddeld;Matig;61;1.85;3.03;4.5;13.2;Zeer goed
129;Vishandel Bezuidenhout;Theresiastraat 163 - Den Haag;1.5;Telkens als je met zulke troep wordt geconfronteerd, slaat de verbijstering toe. Wie gaat nu zo met levensmiddelen om? Die spot met de gezondheid van klanten.;Nee;Een prutsertje: ingewanden, vuil van de snijplank en vooral veel graten. Bruine chocoladerepen. Rans, bitter en metalig. Tegen bederf aan.;2;Sterk;Slecht;69;1.75;2.53;7.2;7.7;Zeer goed
130;Enkhuizer Vishal;Tussen Twee Havens 7 - Enkhuizen;1.5;Keurmeester vraagt aan twee toeristen die net haring uit dezelfde schaal hebben gekocht hoe deze smaakt. ‘Heerlijk’, is het antwoord. Keurmeester: ‘Ik vecht als Don Quichot.’;Nee;De haring in de vitrine oogt ronduit walgelijk. Te zien is dat hij niet zal smaken. Dat klopt. Zeer bitter en smerig rans. Heel snel uitspugen.;2;Sterk;Slecht;68;2.25;3.30;7.9;9.1;Zeer goed
131;Oppidium Heinen Vis;Groningerstraat 166 - Amersfoort;1.5;Als je een viszaak opent, zet je toch je beste beentje voor. Zou je denken. Hier niet. Ga zo door en het is niet moeilijk te voorspellen dat de deuren over niet al te lange tijd weer dichtgaan.;Ja;De eerste sporen van bederf zijn al in de geur waarneembaar. Kleur en smaak zijn niet veel beter. In één woord te omschrijven: rotzooi.;2;Sterk;Matig;48;1.75;3.64;9.9;8.3;Zeer goed
132;Fieret’s Vishandel;Kaai 18 - Sluis;1;Schitterende winkel met een magnifiek assortiment. En dan zo door de mand vallen met je Hollandse Nieuwe. Gevalletje bedrijfsblindheid? Want dit lijkt helemaal nergens op.;Nee;Visvlees heeft een uitgesproken lijkkleur. Ook geel en crème verkleurd. Olie en vet met een zeer zalvige structuur. Kortom, een heel vies ding.;3;Sterk;Goed;66;1.75;2.65;14.8;9.0;Slecht
133;Vishandel ‘de Goeie Ouwe Tijd’;De Loper 81 - Vlaardingen;0.5;Het oogt hier allemaal niet bijster schoon. Pakt haring met de handen beet, draagt een ring, vieze kleding. Is dit gebrek aan kennis of gewoon desinteresse?;Nee;‘Wat een preutenlucht’, roept de keurmeester spontaan. Vlezige haring, zwart verkleurd, tegen bederf aan. Huid, graten en ingewanden. Bah.;2;Sterk;Matig;65;1.75;2.69;11.9;10.8;Zeer goed
134;Visparadijs R. Emons;Frankenstraat 45 - Maastricht;0.5;Provinciaal winnaar van de Kibbeling Cup kan beter van de haring afblijven. Wat een gestuntel en geklungel. Hier schieten de tranen in je ogen. De keurmeesters kokhalzen.;Ja;Haring uit een emmer die een dagje te lang heeft gestaan. Geen vork gebruikt en te hoge temperatuur. Rans, slijmdraden en muf. Getver!;2;Sterk;Goed;49;2.20;4.48;13.6;11.8;Zeer goed
135;De Viszaak;Traaij 6 - Driebergen;0.5;De verschoten en vervuilde deurmat met het embleem 'Visgilde' herinnert aan de tijd dat hier nog een echte visdetaillist was gevestigd. Dit heeft meer weg van afvalverwerking.;Nee;Jakkes! Moeten we dit proeven? Afwijkende vislucht. Zit tegen bederf aan. En dan die temperatuur! Bruine chocoladerepen vermomd als haring.;1.5;Sterk;Matig;62;2.20;3.49;15.1;12.3;Goed
136;Vishandel Kees Nobel;Verkoopwagen Vlietplein - Ridderkerk;0;Dit soort verkopers is een aanfluiting voor het vak. Hier wil je geen klant zijn. Wijk uit naar een echte viswinkel. Laat Nobel iets goeds doen voor de mensheid en de zaak sluiten.;Nee;Haring die je alleen aan de meeuwen kunt voeren. Geel, zwart, cyclaam en bruin. Ruikt en smaakt tranig. Tegen bederf aan. Gewoon rotzooi.;1;Sterk;Slecht;66;1.95;2.86;7.1;13.3;Waarschuwingsfase
137;De Spakenburgse Visspecialist;Verkoopwagen Landbouwstraat - Winterswijk;0;Verkoopster tegen AD: ‘Goed dat u een koeltas bij u heeft, want het is bederfelijke waar.’ Handel daar dan ook naar! Het beste advies dat er te geven is: doe de klep naar beneden!;Nee;Pakt haring met de handen beet. Alhoewel, haring? Iets zachts en blubberigs wat daar op lijkt. Stopverf, snot, rans, niet te eten. Jakkes!;1;Sterk;Matig;54;2.25;4.16;8.2;8.6;Zeer goed
138;Visspecialiteiten Tom Brummel;Verkoopwagen Linie - Apeldoorn;0;Startende ondernemer werkt zichzelf lelijk in de nesten. Oké, het was buiten warm, maar dit kan echt niet. Haring van 14 graden is vragen om problemen. Leer van deze ervaring.;Nee;Warme haringpap waarvan je kippenvel op je armen krijgt. Doorgerijpte haring ruikt naar oude kaas, maar dit is tenenkaas. Oneetbaar.;1;Sterk;Slecht;65;2.25;3.46;14.3;12.8;Zeer goed
139;Plus Wensveen;Dorrestein 21 - Nieuwerkerk a/d IJssel;0;Het blijft de vraag waarom een bonafide supermarktondernemer zijn naam te grabbel gooit door zijn klanten deze rotzooi voor te zetten. Alleen voor een paar centen?;Nee;Alleen de temperatuur is in orde, voor het overige deugt er helemaal niets. Kleeft, stinkt, in alle kleuren van de regenboog. Oneetbaar, bagger.;0;Bedorven;Matig;63;2.99 (2);2.37;3.8;5.4;Zeer goed
140;Albert Heijn;Stadsbrink 375 - Wageningen;0;Keurmeester cynisch: ,,Een topprestatie om op de eerste dag van het seizoen zo’n slecht product te leveren.’’ De kwaliteitsmensen van AH zouden zich heel diep moeten schamen.;Nee;Putlucht, papperige zachte troep. Chemisch en fysisch bederf met nog drie dagen tot de THT-datum. De zoveelste haringmisser van onze grootgrutter.;0;Bedorven;Goed;65;1.79 (2 stuks);1.37;6.1;12.2;Zeer goed
141;Vishandel Smeets-Jonk;Verkoopwagen weekmarkt woensdag Kerkstraat - Born;0;Het is 09.30 uur en de volle schalen visafval, sorry haring, kunnen zo de vuilnisbak in. Heeft deze visdetaillist enig idee waarmee hij bezig is? Gelet op wat hij doet waarschijnlijk niet.;Nee;Graten, smurrie en anaalvin. Haring van de vorige dag gepresenteerd op verse sla. Een doodzonde! Rans. Geel en cyclaam verkleurd. Oneetbaar!;0;Sterk;Slecht;69;1.75;2.53;6.5;10.6;Waarschuwingsfase
142;Aldi;Muldershof 35 - Zevenaar;0;Gevraagd naar waar zij hun lekkerste haring kopen, antwoorden veel lezers: ‘de Aldi.’ Niet onze ervaring, maar misschien heeft het AD jaar in jaar uit wel buitengewoon veel pech.;Nee;Dit stinkt! Zuur en zwavel. Graten en smurrie. Verkleuringen van bruin, cyclaam tot bijna zwart. Braakneigingen. Goedkoop en veel te duur.;0;Bedorven;Matig;68;1.69(2 stuks);1.24;8.1;11.2;Zeer goed
143;EM-TÉ;Krispijnseweg 68 - Dordrecht;0;Na slechte resultaten vorig jaar beloofde EM-TÉ beterschap. Daar lijkt weinig van terechtgekomen. Wat maakt het ook uit? De gemiddelde consument slikt het en klaagt niet.;Nee;Haring meurt de verpakking uit. Kleurvariaties in geel, cyclaam en zwart. Volledig bedorven. En dat twee dagen voor de THT-datum. Ziekmakend.;0;Bedorven;Matig;73;2.00 (2);1.28;8.2;10.7;Waarschuwingsfase
144;Vis van Lon;Dorpsstraat 101 - Zoetermeer;0;Pakt de haring met de handen beet. Temperatuur is te hoog. Bedorven haring wordt niet herkend, maar voor 2 euro per stuk verkocht! Het is wel duidelijk wat het niveau hier is.;Nee;Zodra de verpakking opengaat, is duidelijk hoe laat het is. Het meurt. Veel graten en smurrie. Geel, cyclaam en bij de staart zwart verkleurd.;0;Bedorven;Matig;61;2.00;3.27;9.2;10.2;Goed
145;Arie’s Visboetiek;Leyweg 183 - Den Haag;0;De spreuk: ‘Geen larie, voor het beste naar Arie.’ Complete onzin. Maar nog niet zo slecht als wat Arie aan haring te koop heeft. Totale onkunde op vele aspecten.;Nee;Lekker op elkaar liggend blijft de warmte er goed in. Stinkt, zwart verkleurd. Zuur, muf. Uitbater: ‘Bedorven? Kan niet. Is net schoongemaakt.’ Flauwekul.;0;Bedorven;Slecht;57;1.75;3.07;12.5;9.4;Goed
146;Erasmus Viscenter;Kaai 1 - Breskens;0;Chagrijnige, onvriendelijke verkoopster kijkt pislink als zij op haar bedorven waar wordt aangesproken. Onbegrijpelijk dat zo iemand zich met levensmiddelenverkoop mag bezighouden.;Nee;Vijf lagen dik ligt de voorgesneden haring te broeien. Chemisch en fysisch bedorven. Bagger, een ander woord is er niet. Driewerf schande!;0;Bedorven;Matig;71;2.00;2.81;18.9;9.0;Slecht
147;Lidl;De Spinne 46 - Goes;0;Norm voor ‘poepbacteriën’ vele malen overschreden. Met een Hollandse Nieuwe heeft dit helemaal niets te maken. Lidl onwaardig. Arme klanten.;Nee;Pas nadat de verpakking geruime tijd open heeft gestaan, verdwijnt de ergste putlucht. Grauw, bruin. Slijmdraden. Vieze klevers. Oneetbaar.;0;Bedorven;Matig;61;2.49 (2);2.04;5.2;9.3;Afgekeurd
148;Ruisvis;Verkoopwagen dagmarkt vrijdag Statenplein - Dordrecht;0;‘Zak toch in de stront’, reageert een verontwaardigde keurmeester als hij de verpakking opent. Eigenlijk zou je zo’n verkoper moeten dwingen zijn eigen product te eten. Misschien helpt dat.;Nee;08.30 uur en Ruisvis geeft zijn visitekaartje af. De haring ziet geel, zwart, bruin en cyclaam. Stinkt. Niet meer geschikt voor menselijke consumptie.;0;Bedorven;Goed;87;2.25;2.58;11.1;6.9;Afgekeurd
