name;address;eindcijfer;conclusie;vers_van_het_mes;beroodeling;cijfer;rijping;schoonmaak;gewicht;prijs_per_stuck;prijs_per_100g;temp;vet_percentage;micro;unique_id;vollaard_id
Visspeciaalzaak Vistrend;Moerwijk 28 - Breda;1.0;De branche klaagt dat de consumptie van haring achterblijft. Met dergelijke detaillisten is dat geen wonder. Een zo'n haring en je bent voor een heel seizoen genezen.;Nee;"Een bak ellende. Ruikt vissig en rans. Karamel verkleurd met bruine vlekken. Vanbinnen donkerrood. Smaakt rans; bitter; metalig en klef. Pudding!";2.0;Sterk;Matig;60;1.95;3.25;10.2;11.8;Zeer goed;16_127;117
De Graaf Fish;Rompertpassage 53 - ’s-Hertogenbosch;7.5;‘Zijn zij het?’ gilt de verkoopster naar haar baas als zij meent het AD-team te herkennen. De haring is prima, maar de hygiëne is wel een puntje dat meer aandacht moet krijgen.;Ja;Neutraal van geur, een beetje vuil van de snijplank. Verder fris en zilver. De lichtgezouten haring heeft voor de rest geen minpunten. Lekker mals.;8.5;Groen;Goed;72;2.25;3.04;-1.8;15.9;Slecht;17_048;118
Enkhuizer Vishal;Tussen Twee Havens 7 - Enkhuizen;1.5;Keurmeester vraagt aan twee toeristen die net haring uit dezelfde schaal hebben gekocht hoe deze smaakt. ‘Heerlijk’, is het antwoord. Keurmeester: ‘Ik vecht als Don Quichot.’;Nee;De haring in de vitrine oogt ronduit walgelijk. Te zien is dat hij niet zal smaken. Dat klopt. Zeer bitter en smerig rans. Heel snel uitspugen.;2.0;Sterk;Slecht;68;2.25;3.3;7.9;9.1;Zeer goed;17_130;119
De Jongens van de Fant;Breehorn 2 - Urk;7.5;De rij wachtenden staat tot buiten de deur. Niet voor de haring, maar voor Vaderdag Palingdag. De belangstelling van de lokale bevolking zegt iets over hoe deze zaak bekendstaat.;Nee;Huid en veel vieze smurrie. Haring oogt voor geen cent, maar de smaak valt mee. Doorgerijpt, maar geen smaakafwijkingen. Wel iets zalvig.;7.5;Gemiddeld;Matig;76;1.50;1.97;6.0;9.9;Zeer goed;17_057;120
Cash & Carry visbedrijf Toet;Gildeweg 6 - Vlissingen;5.5;Het probleem met veel bedrijven in de middenmoot is dat er onvoldoende zorgvuldig wordt gewerkt. En dat is dan weer onmiddellijk te merken in de kwaliteit van de haring.;Ja;Het is s morgens vroeg en de emmer van de vorige dag staat nog open. Doorgerijpt en zacht. Eerste kenmerken van rans dienen zich al aan.;6.5;Sterk;Matig;56;2.00;3.57;8.9;14.2;Zeer goed;16_083;121
Visspecialist Van Lopik;Piazza Center 27 - Gorinchem;8.0;Van Lopik is al vele jaren een vaste waarde in de subtop. Heeft in de nabije omgeving geen echte concurrentie. Daardoor ontbreekt wellicht de prikkel om dat extra stapje harder te lopen.;Ja;Een goede haring, maar je ziet hem onder je handen bruin verkleuren. Stevige bite. Is nog iets romig. Jammer van die paar kleine graatjes.;8.0;Gemiddeld;Goed;61;1.95;3.19;4.7;7.7;Zeer goed;17_042_16_046;122
Spakenburgse Vishandel;De Eglantier 342 - Apeldoorn;4.0;Volgens andere klanten is het zeker de moeite waard om hier een halfuur te wachten. Ze weten klaarblijkelijk niet beter. Wat haring? Ze worden afgescheept met pure rommel.;Nee;Het enige positieve is het schoonmaken. Ruikt naar nat karton. Bruin verkleurd. Niet fris. Doorgerijpte zachte papperige massa. Ook nog eens bitter.;4.5;Sterk;Goed;62;2.10;3.38;7.9;7.5;Zeer goed;16_106;123
Vishandel Koelewijn;P.A. de Kokplein 121 - Dordrecht;4.5;Er zijn van die bedrijven die je om de een of andere reden een hoog cijfer gunt. Dat is bij Koelewijn het geval. Maar dit keer laat hij toch iets te veel steken vallen.;Ja;Deze lastige haring kun je beter vooruit schoonmaken en terugkoelen dan lang in (warme) pekel laten staan. Nu zacht en gefermenteerd. Olie.;6.0;Sterk;Goed;51;1.95;3.82;10.3;12.0;Waarschuwingsfase;16_093;124
The Fishery;Doctor Slotemaker De Bruïneplein - Veenendaal;7.5;Hollandse Nieuwe zoals je die (te) vaak tegenkomt. Wie de topproducten kent, haalt z’n neus op, maar de gemiddelde consument zal hier helemaal geen moeite mee hebben.;Ja;Te veel graten om lekker te eten. Ook vanbinnen niet schoongestreken. Geen top, maar ook geen echte afwijkingen. Wel aan de hartige kant.;7.5;Licht;Matig;59;2.00;3.38;6.8;10.7;Zeer goed;17_061;125
Volendammer Vishandel Tol;De Huesmolen 74 - Hoorn;6.0;Kniertje zei het al: ‘De vis wordt duur betaald.’ Voor bijna 3 euro (6 gulden, rekenen sommige oudere haringeters nog) mag je meer verwachten dan deze middelmaat.;Nee;Ook deze haring is alle frisheid kwijt. Zowel vanbinnen als vanbuiten sterk bruin verkleurd. Niet echt vies, maar smakelijk is wat anders.;6.5;Gemiddeld;Zeer goed;78;2.75;3.52;7.4;13.9;Goed;17_083;126
Visspecialist Jaap Struik;Verkoopwagen Essendreef - Gouderak;8.97;Jaap Struik is een van die ondernemers die bewijst dat ook vanuit een verkoopwagen uitstekende producten kunnen worden geleverd. Een voorbeeld voor velen van zijn collega’s.;Ja;Evenals broer Corné zorgt Jaap Struik voor een aangename verrassing. Van de schoonmaak tot het laatste hapje bij de staart, het klopt gewoon.;8.97;Gemiddeld;Zeer goed;65;2.25;3.46;1.1;11.7;Zeer goed;17_019;127
Vishandel Harry van Goor;Johannes Vermeerstraat 33 - Maarssen;7.0;Vriendelijke eigenaar ziet de koeltas en vermoedt dat het AD in de zaak staat. Dat klopt. Klein schoonheidsfoutje doordat de temperatuur iets te hoog is.;Ja;Voor de eerste klanten van de dag komt de haring uit een emmer van de vorige dag. Niets mis mee, wel bepalend voor de belegen smaak.;7.5;Gemiddeld;Zeer goed;73;2.50;3.42;7.1;10.1;Zeer goed;17_063;128
Jumbo;Meint Veningastraat 26 - Hoogezand;0.0;Hallo Jumbo! Is dit een truc om de verkoop van toiletpapier naar ongekende hoogte op te stuwen? Een andere verklaring waarom dit in het schap ligt kan even niet worden bedacht.;Nee;"Staat er een riool open? Oh nee; dat is de haring! In een bakje liggen twee haringlijken. Segmenten weggeteerd. Bitter en rans. Prikkelt op tong.";0.0;Bedorven;Goed;63;3 / 2.39;1.17;8.5;11.7;Zeer goed;16_141;129
Hopman’s Zeevishandel;Verkoopwagen dagmarkt donderdag centrum - Lopik;7.0;Werken in een verkoopwagen is altijd lastig en helemaal als je alleen staat. Verkoper wordt niet nerveus van drukte voor de kraam en werkt rustig door. Geen top, wel acceptabel.;Ja;Los van wat graatjes goed schoongemaakt. Deense haring die onder je handen bruin kleurt. Zacht beestje met de structuur van mayonaise.;7.0;Gemiddeld;Goed;85;2.10;2.47;5.8;12.4;Zeer goed;17_068;130
Mercan's Place;Monseigneur Nolenslaan 420 - Schiedam;7.5;Een adres waar men wel lijkt te willen maar niet precies weet hoe het moet. Een goede haring verkopen is geen kwestie van toeval maar van kennis en vakmanschap.;Ja;Hier speelt het probleem van veel middenmoters. Lang in de pekel zorgt voor zacht en belegen visvlees met grote kans dat haringvetten vrijkomen.;7.5;Gemiddeld;Matig;67;2.00;2.98;5.7;10.8;Zeer goed;16_058;131
Ten Have's viswinkel;Achterstraat 4 - Hattem;8.0;Met een kleine viswinkel is het hard werken om het hoofd boven water te houden. Als dieven er dan vandoor gaan met je verkoopwagen is het leven wel erg hard. Sterkte.;Ja;"Haring ziet er zowel aan binnen- als buitenzijde goed uit. Fris rood en blank visvlees. Is al iets aangerijpt; mist zilt en romig. Maar geen afwijkingen.";8.0;Gemiddeld;Zeer goed;51;1.95;3.82;5.3;14.3;Goed;16_047;132
Vishandel Nico Smit;Wagnerplein 23 - Tilburg;3.5;Stel, iemand probeert voor het eerst een haring en krijgt deze viezigheid voorgeschoteld. Zo iemand ben je de rest van zijn leven kwijt als haringeter. Weer een gemiste kans.;Nee;Veel te veel graten en vuil van de snijplank. Buitenzijde zilver en mooie speklaag. Bruin verkleurd. Bitter, metaal en rans. Uitspugen die hap.;4.0;Sterk;Matig;74;2.50;3.37;9.1;11.9;Goed;17_114;133
Volendammer Vishandel Snoek;Helmholtzstraat 56 - Amsterdam;8.5;Kijk hoe liefdevol een klant die slecht ter been is naar haar scootmobiel wordt geholpen en het is duidelijk welke sociale plaats Snoek in de buurt inneemt. Amsterdamse gezelligheid.;Ja;Even een harinkje happen bij Snoek. De buurt kent z’n adresje. Perfect schoongemaakt, nog iets zilt en romig. Mooi zilver vanbuiten. Prima!;8.5;Gemiddeld;Zeer goed;86;2.20;2.55;5.3;12.2;Goed;17_031;134
Bert Zwier;Verkoopwagen Vismarkt - Groningen;7.5;Voor corporaal Groningen is de verkoopwagen van Bert Zwier na een nachtje doorhalen een vast aanlegpunt. Op zo'n moment is een dergelijke haring een prima idee.;Ja;Puik schoongemaakt. Op geur nog iets zilt. Buitenzijde fris en zilver. Binnenzijde mooi transparant visvlees. Maar wel al iets doorgerijpt.;7.5;Gemiddeld;Zeer goed;61;2.00;3.27;6.4;13.4;Goed;16_060;135
Visplaza Roel Hopman;Van Weedestraat 149 - Soest;4.0;Ondernemers zijn te bang om eventueel overgebleven haringen van zaterdag op dinsdag weg te gooien. Dan krijg je deze door en door gefermenteerde producten. Niet doen.;Ja;Eenmaal over de grens is er geen weg terug meer. Te ver doorgerijpt en dat leidt tot een zachte hap met een sterk overheersende oliesmaak. Bah!;4.0;Gemiddeld;Goed;55;2.30;4.18;3.2;11.7;Zeer goed;16_108;136
Urker Vis en meer;Kleine Kerkstraat 1 - Leeuwarden;5.5;Bij Chinese ondernemers denk je niet automatisch aan een klik met zo’n traditioneel product als Hollandse Nieuwe. Er zijn wel een paar verbeterpuntjes aan te dragen.;Ja;Veel huid en graten. Daar word je niet vrolijk van. Zowel vanbinnen als vanbuiten sterk bruin verkleurd. De smaak valt desondanks alleszins mee.;7.0;Gemiddeld;Matig;73;2.00;2.73;10.6;13.3;Waarschuwingsfase;17_087;137
Viswinkel De Lange;Marcelisstraat 37 b - Den Haag;9.4;Kleine viswinkel met beperkt aantal vierkante meters. Klanten staan daardoor vaak buiten in de rij, want zij weten in groten getale de weg naar dit verkooppunt te vinden. En terecht.;Ja;Alles klopt. Van het schoonmaken tot aan de laatste hap is het genieten. Frisse, neutrale geur. Zilver vanbuiten, blank vanbinnen. Mals, zilt en romig.;9.4;Licht;Zeer goed;57;2.00;3.5;5.6;13.2;Zeer goed;17_007;138
De Visscherie;Galerij 1 - Uden;4.5;Verkooppunt met mooie uitstraling laat het er een beetje bij zitten. Onvermogen? Bedrijfsblindheid? of desinteresse? Hier is met weinig moeite veel meer van te maken.;Nee;De haring ligt al te wachten en dan zijn de eerste verliespunten al binnen. Oogt niet fris. Karamelkleurig met bruine vlekken. Begin van rans. Niet fijn.;5.0;Gemiddeld;Goed;60;2.75;4.58;7.9;12.8;Zeer goed;16_097;139
Vishandel Neptunusplein;Neptunusplein 27 - Amersfoort;0.5;De echte verklaring waarom de Britten voor een Brexit stemden: zij willen ten koste van alles voorkomen dat dergelijke haring onder de vrije invoer van goederen valt.;Nee;Haring is zo goed als bedorven. Vanbinnen bruin en geel en zwart. Rans van smaak. Proeven komt neer op zelfverminking en puur masochisme.;1.0;Sterk;Slecht;67;1.95;2.91;8.8;12.8;Zeer goed;16_133;140
Vishandel De Vakman;Kronenburgpassage 68 - Arnhem;3.0;Vergeleken met de 1 van drie jaar geleden maakt De Vakman (what's in a name?) een grote stap voorwaarts. Maar eigenlijk is het resultaat hetzelfde: ook deze haring wil je niet eten.;Nee;Opperhuid en veel te veel graten. Haring ruikt niet fris: putlucht. Bruine vlekken en karamel verkleurd. Smaakt rans en bitter. Categorie verschrikking.;3.0;Sterk;Matig;62;2.25;3.62;4.3;10.5;Goed;16_111;141
Het Vishuis;Grotestraat 2 - Ede;7.5;Het allerbelangrijkste bij de verkoop van haring is een lage temperatuur. Onvoldoende koeling in de vitrine en de haring gaat achteruit. Toch komt Het Vishuis nog weg met een goede score.;Nee;Best een smakelijke Hollandse Nieuwe. Had ongetwijfeld hoger gescoord als hier het vers-van-het-mesprincipe was gehanteerd. Jammer.;8.0;Gemiddeld;Zeer goed;63;2.25;3.57;7.6;8.2;Zeer goed;17_051;142
Visspecialist Hellevoetsluis;Struytse Hoeck 319 a - Hellevoetsluis;7.5;De test is altijd een momentopname. In het verleden heeft deze visspecialist weleens hoger gescoord. Het vakmanschap en de kennis zijn hier zeker aanwezig, dus even een tandje bijzetten.;Ja;Haring heeft nog een aantal positieve kenmerken: iets zilt en romig. Vanbinnen fris rood, maar de bruinkleuring begint al. Toch wel smakelijk.;8.0;Gemiddeld;Zeer goed;58;2.10;3.62;7.2;12.7;Zeer goed;17_050;143
De Viszaak;Traaij 6 - Driebergen;0.5;De verschoten en vervuilde deurmat met het embleem 'Visgilde' herinnert aan de tijd dat hier nog een echte visdetaillist was gevestigd. Dit heeft meer weg van afvalverwerking.;Nee;Jakkes! Moeten we dit proeven? Afwijkende vislucht. Zit tegen bederf aan. En dan die temperatuur! Bruine chocoladerepen vermomd als haring.;1.5;Sterk;Matig;62;2.20;3.49;15.1;12.3;Goed;17_135;144
Visgilde Leen de Jong;Middenbaan 73 - Barendrecht;7.97;In het algemeen laten de Visgilde-bedrijven zich kennen als de betere visdetaillisten. Leen de Jong is daar met deze Hollandse Nieuwe het levende bewijs van. Een knappe prestatie.;Ja;Hoewel de wauw-factor ontbreekt (dan was het een 10 geweest), is dit weer een aangename verrassing. Mals, zilt en romig. Doorhappen!;8.97;Gemiddeld;Zeer goed;64;2.25;3.51;6.8;10.2;Slecht;17_026;145
M.J. de Graaf Fishmasters;Verkoopwagen parkeerterrein winkelcentrum Walburg - Zwijndrecht;9.2;Loon naar werken voor jong ondernemersechtpaar. Zij proberen al jarenlang het beste uit zichzelf en hun haring te halen. Harde, leergierige werkers die groot respect verdienen.;Ja;Een haring waarbij op het scoreformulier weer alle positieve punten zijn aangekruisd. Mals, zilt, romig, blank, glanzend, transparant, et cetera.;9.2;Gemiddeld;Zeer goed;63;2.00;2.94;-1.9;13.1;Zeer goed;17_009;146
Viswinkel De Noordzee;Spoorsingel 73 - Beverwijk;7.5;Zeker met deze kwaliteit haring blijft de temperatuur een aandachtspunt. De enthousiaste ondernemer moet dat kunnen verbeteren. Mooie zaak waar je je welkom voelt.;Ja;Een paar graatjes. Frisse geur. Visvlees aan de zachte kant. Segmenten aan buitenzijde zichtbaar. Goed van smaak maar mist het zilte en romige.;8.0;Gemiddeld;Goed;72;1.95;2.7;8.2;14.3;Zeer goed;16_051;147
Visspecialist Theo Tax;Promenade 35-37 - Malden;8.0;Tax durft voor zijn Hollandse nieuwe een stevige prijs te vragen maar klaarblijkelijk wordt dat geaccepteerd. Nu nog proberen ook dat laatste stapje te zetten en de 9 is een feit.;Ja;Het schoonmaken gaat traag maar wel erg zorgvuldig. De beste eigenschappen van deze goede haring zijn verdwenen maar nog steeds prima.;8.5;Sterk;Zeer goed;64;2.35;3.67;8.9;10.3;Zeer goed;16_042;148
Bal Vismeesters;Maximastraat 12 - Nijverdal;4.5;Nieuwe viswinkel verziekt een van oorsprong goede haring. Te lang bij een te hoge temperatuur in de emmer en je krijgt dit effect. Inhoudelijke bijscholing lijkt een goed idee.;Ja;Uit de hand schoongemaakt waardoor de temperatuur snel oploopt. Karamel van kleur. Vettig en zacht. Ook tikkeltje bitter. Geen genoegen.;5.0;Sterk;Matig;76;2.00;2.63;7.4;14.1;Zeer goed;16_096;149
Bartjes Vis;Deldensestraat 31 - Almelo;8.5;Dolblij zijn ze hier dat ze hun goede cijfer van vorig jaar mogen verdedigen. Er is veel energie gestoken in het beheersen van de temperatuur. En dat werpt vruchten af.;Ja;Een haring uit de subtop. Als grondstof bijna te goed en daardoor extreem gevoelig voor verval. Goed maar niet meer echt zilt en romig.;8.5;Gemiddeld;Zeer goed;71;2.00;2.81;-0.8;15.1;Zeer goed;16_028_17_012;150
Albert Heijn;Stadsbrink 375 - Wageningen;0.0;Keurmeester cynisch: ,,Een topprestatie om op de eerste dag van het seizoen zo’n slecht product te leveren.’’ De kwaliteitsmensen van AH zouden zich heel diep moeten schamen.;Nee;Putlucht, papperige zachte troep. Chemisch en fysisch bederf met nog drie dagen tot de THT-datum. De zoveelste haringmisser van onze grootgrutter.;0.0;Bedorven;Goed;65;1.79 (2 stuks);1.37;6.1;12.2;Zeer goed;17_140;151
Visparadijs R. Emons;Frankenstraat 45 - Maastricht;0.5;Provinciaal winnaar van de Kibbeling Cup kan beter van de haring afblijven. Wat een gestuntel en geklungel. Hier schieten de tranen in je ogen. De keurmeesters kokhalzen.;Ja;Haring uit een emmer die een dagje te lang heeft gestaan. Geen vork gebruikt en te hoge temperatuur. Rans, slijmdraden en muf. Getver!;2.0;Sterk;Goed;49;2.20;4.48;13.6;11.8;Zeer goed;17_134;152
Vishandel Neerbos;Voorstad 6 - Tiel;6.0;Het is een beetje dubbel. De deskundige liefhebber van een Hollandse nieuwe zal zeggen: 'Wat is dit?' De minder ervaren consument vindt het waarschijnlijk wel prima.;Nee;Redelijk veel huid laten zitten maar voor de rest goed schoongemaakt. Bruin en karamel verkleurd. Al iets belegen van smaak. Niet zilt en romig.;7.0;Gemiddeld;Goed;68;1.95;2.86;8.7;16.9;Waarschuwingsfase;16_078;153
puurvis;Damlaan 69 a - Leidschendam;8.97;In het westen van het land is gemiddeld genomen het niveau van een viswinkel hoger en puurvis is daar een goed voorbeeld van. Kan met het geluk van een goede partij nog hoger scoren.;Ja;Een prima Hollandse Nieuwe. Mals, zilt en romig glijdt het beestje zo naar binnen. Hier ook mooi zilveren buitenzijde, transparant blank visvlees.;8.97;Gemiddeld;Zeer goed;63;2.25;3.57;3.8;11.6;Zeer goed;17_022;154
SeaZo Visspecialiteiten;Molenbrink 50 - Monster;2.0;Dit doe je je klanten niet aan. Het woord 'kielhalen' springt in onze gedachten. Maar wat of wie? De vis om schoon te spoelen? Of brengen we onszelf in ademnood met deze haring?;Nee;SeaZo noemt zichzelf specialist'. In haring verzieken? Bruin verkleurde rans ruikende papperige stukjes visvlees nodigen niet uit tot proeven. Vies!;3.5;Sterk;Zeer goed;61;1.75;2.86;14.2;14.1;Voldoende;16_119;155
Plus Wensveen;Dorrestein 21 - Nieuwerkerk a/d IJssel;0.0;Het blijft de vraag waarom een bonafide supermarktondernemer zijn naam te grabbel gooit door zijn klanten deze rotzooi voor te zetten. Alleen voor een paar centen?;Nee;Alleen de temperatuur is in orde, voor het overige deugt er helemaal niets. Kleeft, stinkt, in alle kleuren van de regenboog. Oneetbaar, bagger.;0.0;Bedorven;Matig;63;2.99 (2);2.37;3.8;5.4;Zeer goed;17_139;156
Vishandel Jan Zwarthoed;Verkoopwagen weekmarkt woensdag Raadhuisplein - Nederweert;3.5;Heel attent: haring wordt verpakt in een klein koeltasje. Maar dat is slechts symboolpolitiek als de haring al te warm uit de vitrine komt. Even bij de les blijven a.u.b.;Nee;Het kan niet vaak genoeg gezegd: een te hoge temperatuur is funest voor haring. Bruin verkleurd, rans en een metalige bijsmaak.;5.5;Gemiddeld;Goed;59;2.00;3.38;11.2;7.5;Slecht;17_109;157
Fijnvishandel Santpoort aan Zee;Broekbergenlaan 44-46 - Santpoort;9.0;Er zijn van die viswinkels waar het een genot is om binnen te stappen. Dit is er zo een. De zorg voor de haring is ook terug te vinden in de rest van het assortiment. Keurig!;Ja;Een van de betere Hollandse nieuwe in handen van een vakkundig detaillist. Perfect schoongemaakt. Fris rood op de graat en mooi blank visvlees.;9.0;Gemiddeld;Zeer goed;79;2.30;2.91;6.1;11.3;Goed;16_025;158
Vishandel Ger Buijs;Jacob van Campenplein - Rotterdam;8.0;De in de visbranche gepokt en gemazelde Ger Buijs weet waar hij mee bezig is heeft duidelijk plezier in zijn werk. Verwerft met zijn smakelijke haring een trouwe klantenkring.;Ja;Ruikt fris en gerijpt. Schoonmaak is helemaal in orde. Een mooie haring, die wel flink is doorgerijpt. Krijgt daarmee de smaak van oude kaas.;8.0;Gemiddeld;Zeer goed;55;1.75;3.18;6.1;10.8;Voldoende;17_045;159
Lidl;Vlierdenseweg 4 - Deurne;2.0;Lidl heeft een naam hoog te houden als het om verse producten gaat. Ook hier de vraag waarom zij zichzelf deze ellende aandoen. Schadelijk! Tijd voor een gesprek met producent.;Nee;Huid en graten. Kleur van visvlees varieert van bruin en geel en cyclaam tot roze. Ooit een goede haring maar nu zachte vieze drab. Goed voor de afvalbak.;3.0;Sterk;Matig;67;3 / 2.39;1.18;4.1;14.4;Slecht;16_115;160
Volendammer Vishandel Jan Plat;Verkoopwagen parkeerterrein Stationsweg 3 - Broek op Langedijk;3.0;Een verkooppunt dat voor onmiddellijke sluiting in aanmerking komt. Een beetje kritische consument heeft aan één blik voldoende om onmiddellijk in de auto te springen. Weg!;Nee;Haringdrab, maar wel netjes schoongemaakt. Aan de gele en cyclaamverkleuring is al te zien dat de smaakpapillen het weer zwaar krijgen. Kots!;4.0;Gemiddeld;Goed;85;2.00;2.35;13.4;12.9;Goed;17_116;161
Vishandel Waninge;Walderstraat 27 - Lochem;6.5;De jonge Marc Huetink heeft de zaak van zijn oude leermeester overgenomen. Als het om haring gaat, is het een kwestie van nog veel leren en de puntjes op de i.;Ja;Huid en graten. Een Nieuwe waar het frisse vanaf is. De rijping is al flink op gang gekomen en dat bepaalt de (belegen) smaak. Niet slecht, kan beter.;7.0;Gemiddeld;Matig;73;2.45;3.35;8.5;13.0;Zeer goed;17_077;162
Lekkerkerkse Vishandel W. Verwaal;Dagmarkt vrijdag Hoofdstraat - Krimpen aan den Lek;9.03;Jonge ondernemer geeft er blijk van dat hij weet waarmee hij bezig is. Dat is een verademing en het verklaart tevens de grote schare klanten bij de verkoopwagen.;Ja;Soms loop je een pareltje tegen het lijf. Een verkooppunt waar vrijwel alles klopt. Zou iets romiger kunnen maar eigenlijk gewoon voortreffelijk.;9.03;Gemiddeld;Zeer goed;57;2.25;3.94;1.6;16.3;Goed;16_011;163
Volendammer Vishandel Sanny Bont;Passage 77 - Nieuwegein;9.0;Een hard gelag. Bont valt uit de top 10 na het bekend worden van de microbiologische resultaten. Dat doet voor een deel het harde werken teniet. Maar het blijft een mooie klassering.;Ja;Een haring met alleen maar positieve kenmerken. Volle romige smaak, fris en zilt. Een uitstapje waard voor de echte haringliefhebber.;9.5;Gemiddeld;Zeer goed;68;2.20;3.23;2.8;14.8;Waarschuwingsfase;17_011_16_034;164
Visspecialist Pieter Smit;Westermarkt 112 - Tilburg;2.0;Een bekend filosoof zou zeggen: 'Je ziet het pas als je het ziet.' Want hoe kan het dat je in een viswinkel werkt en niet in de gaten hebt wat er met je Hollandse nieuwe gebeurt?;Nee;"De haring ligt al klaar; vier lagen dik. Dat vraagt om broei met alle ellende van dien. Bruin verkleurd. Sterke oliesmaak. Erg belegen. Zonde van t geld.";3.5;Sterk;Goed;76;2.20;2.89;10.4;9.6;Waarschuwingsfase;16_116;165
Vishandel Bettina Krol;Hinthamereinde 73 - s-Hertogenbosch;0.5;Welkom bij deze voorstelling van Bettina's gruwelkabinet. Vandaag een scene uit het stuk 'Haringverschrikkingen'. Over hoe het noodlot een haring bij Bettina brengt.;Nee;"Ingewanden. Smurrie. Graten. Haring donker verkleurd. Veel te warm; met handen beetgepakt. Vieze oliesmaak en rans. Ronduit smerig!";2.0;Sterk;Slecht;54;1.50;2.74;13.0;13.4;Voldoende;16_132;166
Vishandel Sannie Bont;Passage 77 - Nieuwegein;8.5;"Sannie Bont plaatste zich vorig jaar nog in de top 10; maar grijpt daar dit jaar naast. De oorzaak ligt in de toegenomen concurrentie en een lastig verwerkbare haring.";Ja;Fris rood en transparant visvlees. Buitenzijde is mooi zilver. Oogt om onmiddellijk in te bijten. Doe je dat dan mis je het romige. Zonder meer goed.;8.5;Gemiddeld;Zeer goed;66;2.00;3.03;4.7;15.2;Zeer goed;16_034_17_011;167
Visgilde Lijffijt & De Jong;Biltstraat 50 - Utrecht;8.97;Lijffijt & De Jong is een zaak waar men altijd erg bezig is met kwaliteit. Die instelling werpt zijn vruchten af bij deze biologische viswinkel. Adres om te onthouden voor wie eens in de buurt is.;Ja;Voortreffelijke haring waaraan alleen het wauw-effect ontbreekt. Mals, zilt en romig. Ruikt fris en ziet er ook aantrekkelijk uit.;8.97;Gemiddeld;Zeer goed;81;2.25;2.77;0.3;9.2;Goed;17_015_16_055;168
Volendammer Vishandel Plat & Tol;Quirinegang 81 - Zoetermeer;5.5;De zaak staat in Zoetermeer bekend als een gedegen viswinkel en scoorde in het verleden al eens een 8,5. Nu bestaat de indruk dat het scherper kan. Teugels aanhalen.;Ja;Veel huid en graten. Filets kleven enigszins aan elkaar. Zachte, papperige haring met een afwijkende, vreemde bijsmaak. Geen echt genoegen.;5.5;Gemiddeld;Matig;59;2.00;3.38;6.1;10.5;Voldoende;17_094;169
Vishandel Peter van Jaan;Schutstraat 36 - Hoogeveen;8.5;Een visdetaillist die zijn vak verstaat: altijd een genoegen in een regio waar de hoge cijfers niet voor het opscheppen liggen. De moeite van een tussenstop waard.;Ja;Hoogeveen ligt zo'n 100 kilometer van de (Wadden)kust maar je ruikt de zee. Een Hollandse nieuwe met een stevige beet. Nog een tikkeltje romig.;8.5;Gemiddeld;Zeer goed;67;2.00;2.98;6.7;12.2;Zeer goed;16_037;170
Vishandel J.Karregat;Verkoopwagen Markt - Breukelen;3.0;Soms geloof je je ogen niet. Schandalig dat dit over de toonbank gaat. Zit tegen bederf aan. Eigenlijk niet meer geschikt voor consumptie. Alleen gebruiken als alternatief glijmiddel.;Nee;Opperhuid, rafelig gesneden. Visvlees melkachtig wit met gele en roze verkleuringen. Bitter en rans. Zeer glibberig, olie loopt er gewoon uit.;4.0;Sterk;Goed;82;2.25;2.71;15.9;11.8;Zeer goed;17_117;171
Vishandel Van den Oever;Laan van Wateringse Veld 1557 - Den Haag;6.5;Een verkooppunt waar de wil er iets goeds van te maken zeker aanwezig lijkt. Verdiep je in theoretische kennis en stuur je personeel op een cursus haringsnijden.;Ja;Erg vette haring die nog net op tijd door het keelgat glijdt. Al niet meer zilt en romig maar ook zonder nare bijsmaken. Balanceert op de rand.;7.0;Gemiddeld;Goed;61;1.95;3.19;7.5;9.4;Goed;16_074;172
Zeevishandel Kees Vrolijk;Lange Tiendeweg 61 - Gouda;8.5;Scheveninger Kees Vrolijk groeide op in de vis en bracht al die kennis samen in een mooie winkel. Weet van de hoed en de rand. Haring is hier in vertrouwde handen.;Ja;De top. Dus natuurlijk goed schoongemaakt en fris van geur. Buitenzijde zilver met een witte speklaag. Van binnen fris en transparant. Iets romig.;8.5;Gemiddeld;Zeer goed;67;2.00;2.98;3.6;12.7;Zeer goed;16_031;173
Viscircus Gebr. Koning;Schippergarage 23 - Almere;8.0;Een ongelukkig testmoment. Als het AD binnenstapt, is de nieuwe winkel van Koning net drie uur open en dat betekent sowieso stress. Dan zo’n haring afleveren is dan ronduit een prestatie.;Ja;Hoewel de zenuwen toeslaan, maakt Jan Koning de Nieuwe perfect schoon. Fris en er is ook nog iets van een romige smaak terug te vinden.;8.0;Gemiddeld;Zeer goed;80;2.10;2.62;-2.1;18.4;Zeer goed;17_039;174
Aldi;Kronenburgpassage 124 - Arnhem;1.0;Hier-ga-je-van-kotsen-haring. Het is al eerder gezegd: het blijft onbegrijpelijk dat ervoor wordt gekozen om deze kwaliteit in het schap te leggen. Dan diskwalificeer je jezelf.;Nee;"In een poging een goede haring te vinden wordt de Aldi kort na belevering bezocht. Tevergeefs. Hij stinkt; is bruin; oogt flets en heeft en gele glans.";1.5;Sterk;Goed;71;2 / 1.59;1.11;7.4;9.8;Zeer goed;16_129;175
